date,state,new_deaths,new_cases
2020-05-13,Oregon,4.0,57.0
2020-05-14,Oregon,3.0,63.0
2020-05-15,Oregon,0.0,62.0
2020-05-16,Oregon,0.0,71.0
2020-05-17,Oregon,0.0,11.0
2020-05-18,Oregon,1.0,64.0
2020-05-19,Oregon,2.0,39.0
2020-05-20,Oregon,4.0,75.0
2020-05-21,Oregon,1.0,16.0
2020-05-22,Oregon,2.0,47.0
2020-05-23,Oregon,0.0,24.0
2020-05-24,Oregon,1.0,39.0
2020-05-25,Oregon,0.0,22.0
2020-03-06,Pennsylvania,,
2020-03-07,Pennsylvania,0.0,2.0
2020-03-08,Pennsylvania,0.0,2.0
2020-03-09,Pennsylvania,0.0,4.0
2020-03-10,Pennsylvania,0.0,2.0
2020-03-11,Pennsylvania,0.0,4.0
2020-03-12,Pennsylvania,0.0,6.0
2020-03-13,Pennsylvania,0.0,19.0
2020-03-14,Pennsylvania,0.0,6.0
2020-03-15,Pennsylvania,0.0,21.0
2020-03-16,Pennsylvania,0.0,13.0
2020-03-17,Pennsylvania,0.0,20.0
2020-03-18,Pennsylvania,1.0,38.0
2020-03-19,Pennsylvania,0.0,48.0
2020-03-20,Pennsylvania,0.0,82.0
2020-03-21,Pennsylvania,1.0,119.0
2020-03-22,Pennsylvania,1.0,116.0
2020-03-23,Pennsylvania,3.0,140.0
2020-03-24,Pennsylvania,1.0,207.0
2020-03-25,Pennsylvania,4.0,300.0
2020-03-26,Pennsylvania,5.0,539.0
2020-03-27,Pennsylvania,7.0,527.0
2020-03-28,Pennsylvania,12.0,598.0
2020-03-29,Pennsylvania,5.0,626.0
2020-03-30,Pennsylvania,8.0,715.0
2020-03-31,Pennsylvania,24.0,841.0
2020-04-01,Pennsylvania,2.0,808.0
2020-04-02,Pennsylvania,16.0,1211.0
2020-04-03,Pennsylvania,12.0,1404.0
2020-04-04,Pennsylvania,37.0,1689.0
2020-04-05,Pennsylvania,20.0,1480.0
2020-04-06,Pennsylvania,10.0,1485.0
2020-04-07,Pennsylvania,71.0,1508.0
2020-04-08,Pennsylvania,73.0,1832.0
2020-04-09,Pennsylvania,31.0,1965.0
2020-04-10,Pennsylvania,91.0,1749.0
2020-04-11,Pennsylvania,80.0,1646.0
2020-04-12,Pennsylvania,10.0,1181.0
2020-04-13,Pennsylvania,38.0,1340.0
2020-04-14,Pennsylvania,183.0,1296.0
2020-04-15,Pennsylvania,87.0,1213.0
2020-04-16,Pennsylvania,31.0,1510.0
2020-04-17,Pennsylvania,163.0,1807.0
2020-04-18,Pennsylvania,123.0,1621.0
2020-04-19,Pennsylvania,135.0,1250.0
2020-04-20,Pennsylvania,81.0,1013.0
2020-04-21,Pennsylvania,254.0,1379.0
2020-04-22,Pennsylvania,100.0,1379.0
2020-04-23,Pennsylvania,3.0,1571.0
2020-04-24,Pennsylvania,63.0,1964.0
2020-04-25,Pennsylvania,56.0,1328.0
2020-04-26,Pennsylvania,29.0,1083.0
2020-04-27,Pennsylvania,75.0,1019.0
2020-04-28,Pennsylvania,146.0,1595.0
2020-04-29,Pennsylvania,300.0,868.0
2020-04-30,Pennsylvania,188.0,2033.0
2020-05-01,Pennsylvania,91.0,1540.0
2020-05-02,Pennsylvania,123.0,1307.0
2020-05-03,Pennsylvania,49.0,1008.0
2020-05-04,Pennsylvania,37.0,913.0
2020-05-05,Pennsylvania,326.0,975.0
2020-05-06,Pennsylvania,154.0,1022.0
2020-05-07,Pennsylvania,239.0,1160.0
2020-05-08,Pennsylvania,125.0,1352.0
2020-05-09,Pennsylvania,69.0,1160.0
2020-05-10,Pennsylvania,26.0,1376.0
2020-05-11,Pennsylvania,27.0,520.0
2020-05-12,Pennsylvania,78.0,850.0
2020-05-13,Pennsylvania,180.0,787.0
2020-05-14,Pennsylvania,194.0,964.0
2020-05-15,Pennsylvania,134.0,1020.0
2020-05-16,Pennsylvania,58.0,1050.0
2020-05-17,Pennsylvania,14.0,517.0
2020-05-18,Pennsylvania,56.0,931.0
2020-05-19,Pennsylvania,115.0,728.0
2020-05-20,Pennsylvania,119.0,747.0
2020-05-21,Pennsylvania,93.0,1101.0
2020-05-22,Pennsylvania,145.0,1053.0
2020-05-23,Pennsylvania,89.0,797.0
2020-05-24,Pennsylvania,24.0,554.0
2020-05-25,Pennsylvania,14.0,700.0
2020-03-13,Puerto Rico,,
2020-03-14,Puerto Rico,0.0,1.0
2020-03-15,Puerto Rico,0.0,1.0
2020-03-16,Puerto Rico,0.0,0.0
2020-03-17,Puerto Rico,0.0,0.0
2020-03-18,Puerto Rico,0.0,0.0
2020-03-19,Puerto Rico,0.0,1.0
2020-03-20,Puerto Rico,0.0,8.0
2020-03-21,Puerto Rico,1.0,7.0
2020-03-22,Puerto Rico,0.0,2.0
2020-03-23,Puerto Rico,1.0,8.0
2020-03-24,Puerto Rico,0.0,8.0
2020-03-25,Puerto Rico,0.0,12.0
2020-03-26,Puerto Rico,0.0,13.0
2020-03-27,Puerto Rico,1.0,15.0
2020-03-28,Puerto Rico,0.0,21.0
2020-03-29,Puerto Rico,2.0,27.0
2020-03-30,Puerto Rico,1.0,47.0
2020-03-31,Puerto Rico,2.0,65.0
2020-04-01,Puerto Rico,3.0,47.0
2020-04-02,Puerto Rico,1.0,30.0
2020-04-03,Puerto Rico,3.0,62.0
2020-04-04,Puerto Rico,3.0,74.0
2020-04-05,Puerto Rico,2.0,23.0
2020-04-06,Puerto Rico,1.0,38.0
2020-04-07,Puerto Rico,2.0,60.0
2020-04-08,Puerto Rico,1.0,47.0
2020-04-09,Puerto Rico,9.0,63.0
2020-04-10,Puerto Rico,6.0,42.0
2020-04-11,Puerto Rico,3.0,63.0
2020-04-12,Puerto Rico,2.0,109.0
2020-04-13,Puerto Rico,1.0,6.0
2020-04-14,Puerto Rico,0.0,20.0
2020-04-15,Puerto Rico,6.0,51.0
2020-04-16,Puerto Rico,5.0,69.0
2020-04-17,Puerto Rico,2.0,25.0
2020-04-18,Puerto Rico,2.0,50.0
2020-04-19,Puerto Rico,-19.0,95.0
2020-04-20,Puerto Rico,1.0,39.0
2020-04-21,Puerto Rico,1.0,-337.0
2020-04-22,Puerto Rico,3.0,0.0
2020-04-23,Puerto Rico,23.0,315.0
2020-04-24,Puerto Rico,8.0,46.0
2020-04-25,Puerto Rico,6.0,31.0
2020-04-26,Puerto Rico,1.0,64.0
2020-04-27,Puerto Rico,0.0,17.0
2020-04-28,Puerto Rico,2.0,12.0
2020-04-29,Puerto Rico,0.0,65.0
2020-04-30,Puerto Rico,6.0,72.0
2020-05-01,Puerto Rico,2.0,36.0
2020-05-02,Puerto Rico,1.0,182.0
2020-05-03,Puerto Rico,2.0,51.0
2020-05-04,Puerto Rico,0.0,69.0
2020-05-05,Puerto Rico,2.0,49.0
2020-05-06,Puerto Rico,0.0,44.0
2020-05-07,Puerto Rico,3.0,63.0
2020-05-08,Puerto Rico,5.0,125.0
2020-05-09,Puerto Rico,1.0,17.0
2020-05-10,Puerto Rico,3.0,25.0
2020-05-11,Puerto Rico,2.0,58.0
2020-05-12,Puerto Rico,1.0,43.0
2020-05-13,Puerto Rico,1.0,30.0
2020-05-14,Puerto Rico,2.0,98.0
2020-05-15,Puerto Rico,5.0,115.0
2020-05-16,Puerto Rico,0.0,47.0
2020-05-17,Puerto Rico,1.0,57.0
2020-05-18,Puerto Rico,1.0,64.0
2020-05-19,Puerto Rico,0.0,95.0
2020-05-20,Puerto Rico,1.0,61.0
2020-05-21,Puerto Rico,1.0,47.0
2020-05-22,Puerto Rico,0.0,117.0
2020-05-23,Puerto Rico,1.0,70.0
2020-05-24,Puerto Rico,0.0,89.0
2020-05-25,Puerto Rico,2.0,71.0
2020-03-01,Rhode Island,,
2020-03-02,Rhode Island,0.0,0.0
2020-03-03,Rhode Island,0.0,0.0
2020-03-04,Rhode Island,0.0,0.0
2020-03-05,Rhode Island,0.0,0.0
2020-03-06,Rhode Island,0.0,1.0
2020-03-07,Rhode Island,0.0,0.0
2020-03-08,Rhode Island,0.0,0.0
2020-03-09,Rhode Island,0.0,0.0
2020-03-10,Rhode Island,0.0,2.0
2020-03-11,Rhode Island,0.0,0.0
2020-03-12,Rhode Island,0.0,0.0
2020-03-13,Rhode Island,0.0,15.0
2020-03-14,Rhode Island,0.0,0.0
2020-03-15,Rhode Island,0.0,0.0
2020-03-16,Rhode Island,0.0,1.0
2020-03-17,Rhode Island,0.0,2.0
2020-03-18,Rhode Island,0.0,10.0
2020-03-19,Rhode Island,0.0,11.0
2020-03-20,Rhode Island,0.0,0.0
2020-03-21,Rhode Island,0.0,22.0
2020-03-22,Rhode Island,0.0,17.0
2020-03-23,Rhode Island,0.0,23.0
2020-03-24,Rhode Island,0.0,18.0
2020-03-25,Rhode Island,0.0,8.0
2020-03-26,Rhode Island,0.0,33.0
2020-03-27,Rhode Island,0.0,38.0
2020-03-28,Rhode Island,2.0,36.0
2020-03-29,Rhode Island,1.0,55.0
2020-03-30,Rhode Island,1.0,114.0
2020-03-31,Rhode Island,4.0,80.0
2020-04-01,Rhode Island,2.0,78.0
2020-04-02,Rhode Island,2.0,91.0
2020-04-03,Rhode Island,2.0,54.0
2020-04-04,Rhode Island,3.0,95.0
2020-04-05,Rhode Island,8.0,116.0
2020-04-06,Rhode Island,2.0,160.0
2020-04-07,Rhode Island,3.0,147.0
2020-04-08,Rhode Island,5.0,221.0
2020-04-09,Rhode Island,8.0,277.0
2020-04-10,Rhode Island,6.0,288.0
2020-04-11,Rhode Island,7.0,334.0
2020-04-12,Rhode Island,7.0,316.0
2020-04-13,Rhode Island,10.0,311.0
2020-04-14,Rhode Island,7.0,275.0
2020-04-15,Rhode Island,7.0,278.0
2020-04-16,Rhode Island,18.0,309.0
2020-04-17,Rhode Island,13.0,339.0
2020-04-18,Rhode Island,19.0,314.0
2020-04-19,Rhode Island,13.0,215.0
2020-04-20,Rhode Island,5.0,384.0
2020-04-21,Rhode Island,16.0,410.0
2020-04-22,Rhode Island,10.0,341.0
2020-04-23,Rhode Island,8.0,415.0
2020-04-24,Rhode Island,13.0,443.0
2020-04-25,Rhode Island,13.0,430.0
2020-04-26,Rhode Island,11.0,310.0
2020-04-27,Rhode Island,7.0,269.0
2020-04-28,Rhode Island,6.0,218.0
2020-04-29,Rhode Island,12.0,321.0
2020-04-30,Rhode Island,15.0,374.0
2020-05-01,Rhode Island,13.0,341.0
2020-05-02,Rhode Island,17.0,327.0
2020-05-03,Rhode Island,24.0,188.0
2020-05-04,Rhode Island,21.0,175.0
2020-05-05,Rhode Island,14.0,281.0
2020-05-06,Rhode Island,15.0,272.0
2020-05-07,Rhode Island,18.0,325.0
2020-05-08,Rhode Island,11.0,249.0
2020-05-09,Rhode Island,19.0,210.0
2020-05-10,Rhode Island,4.0,285.0
2020-05-11,Rhode Island,8.0,176.0
2020-05-12,Rhode Island,14.0,164.0
2020-05-13,Rhode Island,18.0,221.0
2020-05-14,Rhode Island,6.0,181.0
2020-05-15,Rhode Island,11.0,203.0
2020-05-16,Rhode Island,10.0,215.0
2020-05-17,Rhode Island,10.0,240.0
2020-05-18,Rhode Island,7.0,121.0
2020-05-19,Rhode Island,26.0,156.0
2020-05-20,Rhode Island,6.0,405.0
2020-05-21,Rhode Island,18.0,215.0
2020-05-22,Rhode Island,23.0,165.0
2020-05-23,Rhode Island,18.0,216.0
2020-05-24,Rhode Island,11.0,113.0
2020-05-25,Rhode Island,0.0,0.0
2020-03-06,South Carolina,,
2020-03-07,South Carolina,0.0,0.0
2020-03-08,South Carolina,0.0,4.0
2020-03-09,South Carolina,0.0,1.0
2020-03-10,South Carolina,0.0,2.0
2020-03-11,South Carolina,0.0,1.0
2020-03-12,South Carolina,0.0,2.0
2020-03-13,South Carolina,0.0,1.0
2020-03-14,South Carolina,0.0,6.0
2020-03-15,South Carolina,0.0,9.0
2020-03-16,South Carolina,1.0,5.0
2020-03-17,South Carolina,0.0,14.0
2020-03-18,South Carolina,0.0,13.0
2020-03-19,South Carolina,0.0,21.0
2020-03-20,South Carolina,2.0,45.0
2020-03-21,South Carolina,0.0,46.0
2020-03-22,South Carolina,0.0,22.0
2020-03-23,South Carolina,2.0,105.0
2020-03-24,South Carolina,2.0,43.0
2020-03-25,South Carolina,0.0,82.0
2020-03-26,South Carolina,2.0,32.0
2020-03-27,South Carolina,4.0,83.0
2020-03-28,South Carolina,2.0,121.0
2020-03-29,South Carolina,1.0,114.0
2020-03-30,South Carolina,2.0,151.0
2020-03-31,South Carolina,4.0,158.0
2020-04-01,South Carolina,4.0,210.0
2020-04-02,South Carolina,5.0,261.0
2020-04-03,South Carolina,3.0,146.0
2020-04-04,South Carolina,6.0,217.0
2020-04-05,South Carolina,4.0,132.0
2020-04-06,South Carolina,4.0,183.0
2020-04-07,South Carolina,3.0,185.0
2020-04-08,South Carolina,12.0,135.0
2020-04-09,South Carolina,4.0,240.0
2020-04-10,South Carolina,5.0,273.0
2020-04-11,South Carolina,8.0,142.0
2020-04-12,South Carolina,2.0,112.0
2020-04-13,South Carolina,5.0,120.0
2020-04-14,South Carolina,10.0,114.0
2020-04-15,South Carolina,10.0,103.0
2020-04-16,South Carolina,2.0,275.0
2020-04-17,South Carolina,7.0,155.0
2020-04-18,South Carolina,3.0,160.0
2020-04-19,South Carolina,1.0,131.0
2020-04-20,South Carolina,4.0,62.0
2020-04-21,South Carolina,11.0,169.0
2020-04-22,South Carolina,5.0,153.0
2020-04-23,South Carolina,10.0,156.0
2020-04-24,South Carolina,7.0,153.0
2020-04-25,South Carolina,9.0,183.0
2020-04-26,South Carolina,8.0,237.0
2020-04-27,South Carolina,3.0,123.0
2020-04-28,South Carolina,15.0,122.0
2020-04-29,South Carolina,40.0,146.0
2020-04-30,South Carolina,12.0,214.0
2020-05-01,South Carolina,12.0,163.0
2020-05-02,South Carolina,11.0,231.0
2020-05-03,South Carolina,8.0,137.0
2020-05-04,South Carolina,8.0,131.0
2020-05-05,South Carolina,13.0,84.0
2020-05-06,South Carolina,9.0,95.0
2020-05-07,South Carolina,11.0,206.0
2020-05-08,South Carolina,4.0,225.0
2020-05-09,South Carolina,10.0,164.0
2020-05-10,South Carolina,1.0,122.0
2020-05-11,South Carolina,15.0,139.0
2020-05-12,South Carolina,9.0,135.0
2020-05-13,South Carolina,7.0,103.0
2020-05-14,South Carolina,9.0,159.0
2020-05-15,South Carolina,9.0,218.0
2020-05-16,South Carolina,0.0,254.0
2020-05-17,South Carolina,5.0,155.0
2020-05-18,South Carolina,6.0,126.0
2020-05-19,South Carolina,8.0,114.0
2020-05-20,South Carolina,8.0,119.0
2020-05-21,South Carolina,9.0,204.0
2020-05-22,South Carolina,3.0,259.0
2020-05-23,South Carolina,6.0,257.0
2020-05-24,South Carolina,10.0,201.0
2020-05-25,South Carolina,5.0,82.0
2020-03-10,South Dakota,,
2020-03-11,South Dakota,0.0,3.0
2020-03-12,South Dakota,0.0,0.0
2020-03-13,South Dakota,0.0,1.0
2020-03-14,South Dakota,0.0,0.0
2020-03-15,South Dakota,0.0,0.0
2020-03-16,South Dakota,0.0,1.0
2020-03-17,South Dakota,0.0,1.0
2020-03-18,South Dakota,0.0,0.0
2020-03-19,South Dakota,0.0,3.0
2020-03-20,South Dakota,0.0,0.0
2020-03-21,South Dakota,0.0,0.0
2020-03-22,South Dakota,0.0,7.0
2020-03-23,South Dakota,0.0,7.0
2020-03-24,South Dakota,0.0,2.0
2020-03-25,South Dakota,0.0,11.0
2020-03-26,South Dakota,0.0,5.0
2020-03-27,South Dakota,0.0,12.0
2020-03-28,South Dakota,0.0,10.0
2020-03-29,South Dakota,0.0,22.0
2020-03-30,South Dakota,0.0,10.0
2020-03-31,South Dakota,0.0,7.0
2020-04-01,South Dakota,1.0,21.0
2020-04-02,South Dakota,0.0,37.0
2020-04-03,South Dakota,0.0,22.0
2020-04-04,South Dakota,0.0,25.0
2020-04-05,South Dakota,0.0,28.0
2020-04-06,South Dakota,2.0,48.0
2020-04-07,South Dakota,2.0,32.0
2020-04-08,South Dakota,0.0,73.0
2020-04-09,South Dakota,0.0,54.0
2020-04-10,South Dakota,0.0,89.0
2020-04-11,South Dakota,0.0,90.0
2020-04-12,South Dakota,0.0,103.0
2020-04-13,South Dakota,0.0,138.0
2020-04-14,South Dakota,0.0,120.0
2020-04-15,South Dakota,0.0,180.0
2020-04-16,South Dakota,1.0,143.0
2020-04-17,South Dakota,0.0,100.0
2020-04-18,South Dakota,0.0,131.0
2020-04-19,South Dakota,0.0,94.0
2020-04-20,South Dakota,0.0,50.0
2020-04-21,South Dakota,1.0,70.0
2020-04-22,South Dakota,1.0,103.0
2020-04-23,South Dakota,0.0,98.0
2020-04-24,South Dakota,1.0,84.0
2020-04-25,South Dakota,0.0,107.0
2020-04-26,South Dakota,1.0,66.0
2020-04-27,South Dakota,0.0,33.0
2020-04-28,South Dakota,0.0,68.0
2020-04-29,South Dakota,2.0,61.0
2020-04-30,South Dakota,4.0,75.0
2020-05-01,South Dakota,4.0,75.0
2020-05-02,South Dakota,0.0,62.0
2020-05-03,South Dakota,0.0,43.0
2020-05-04,South Dakota,0.0,37.0
2020-05-05,South Dakota,3.0,53.0
2020-05-06,South Dakota,5.0,59.0
2020-05-07,South Dakota,2.0,126.0
2020-05-08,South Dakota,0.0,239.0
2020-05-09,South Dakota,3.0,249.0
2020-05-10,South Dakota,0.0,124.0
2020-05-11,South Dakota,0.0,97.0
2020-05-12,South Dakota,5.0,49.0
2020-05-13,South Dakota,0.0,69.0
2020-05-14,South Dakota,4.0,60.0
2020-05-15,South Dakota,1.0,95.0
2020-05-16,South Dakota,0.0,72.0
2020-05-17,South Dakota,0.0,28.0
2020-05-18,South Dakota,0.0,40.0
2020-05-19,South Dakota,2.0,58.0
2020-05-20,South Dakota,0.0,92.0
2020-05-21,South Dakota,1.0,0.0
2020-05-22,South Dakota,3.0,179.0
2020-05-23,South Dakota,0.0,112.0
2020-05-24,South Dakota,0.0,95.0
2020-05-25,South Dakota,0.0,23.0
2020-03-05,Tennessee,,
2020-03-06,Tennessee,0.0,0.0
2020-03-07,Tennessee,0.0,0.0
2020-03-08,Tennessee,0.0,2.0
2020-03-09,Tennessee,0.0,1.0
2020-03-10,Tennessee,0.0,3.0
2020-03-11,Tennessee,0.0,1.0
2020-03-12,Tennessee,0.0,10.0
2020-03-13,Tennessee,0.0,8.0
2020-03-14,Tennessee,0.0,6.0
2020-03-15,Tennessee,0.0,7.0
2020-03-16,Tennessee,0.0,13.0
2020-03-17,Tennessee,0.0,21.0
2020-03-18,Tennessee,0.0,25.0
2020-03-19,Tennessee,0.0,57.0
2020-03-20,Tennessee,0.0,82.0
2020-03-21,Tennessee,2.0,75.0
2020-03-22,Tennessee,0.0,112.0
2020-03-23,Tennessee,0.0,98.0
2020-03-24,Tennessee,0.0,156.0
2020-03-25,Tennessee,1.0,128.0
2020-03-26,Tennessee,0.0,175.0
2020-03-27,Tennessee,3.0,199.0
2020-03-28,Tennessee,0.0,183.0
2020-03-29,Tennessee,1.0,206.0
2020-03-30,Tennessee,6.0,152.0
2020-03-31,Tennessee,0.0,328.0
2020-04-01,Tennessee,10.0,640.0
2020-04-02,Tennessee,9.0,179.0
2020-04-03,Tennessee,4.0,164.0
2020-04-04,Tennessee,11.0,233.0
2020-04-05,Tennessee,3.0,273.0
2020-04-06,Tennessee,15.0,215.0
2020-04-07,Tennessee,7.0,257.0
2020-04-08,Tennessee,11.0,236.0
2020-04-09,Tennessee,12.0,210.0
2020-04-10,Tennessee,9.0,337.0
2020-04-11,Tennessee,3.0,190.0
2020-04-12,Tennessee,0.0,161.0
2020-04-13,Tennessee,7.0,339.0
2020-04-14,Tennessee,9.0,171.0
2020-04-15,Tennessee,12.0,210.0
2020-04-16,Tennessee,7.0,213.0
2020-04-17,Tennessee,4.0,346.0
2020-04-18,Tennessee,2.0,201.0
2020-04-19,Tennessee,3.0,200.0
2020-04-20,Tennessee,5.0,170.0
2020-04-21,Tennessee,3.0,323.0
2020-04-22,Tennessee,10.0,364.0
2020-04-23,Tennessee,3.0,488.0
2020-04-24,Tennessee,0.0,449.0
2020-04-25,Tennessee,7.0,300.0
2020-04-26,Tennessee,3.0,517.0
2020-04-27,Tennessee,2.0,304.0
2020-04-28,Tennessee,6.0,235.0
2020-04-29,Tennessee,6.0,281.0
2020-04-30,Tennessee,4.0,251.0
2020-05-01,Tennessee,5.0,1275.0
2020-05-02,Tennessee,5.0,595.0
2020-05-03,Tennessee,1.0,495.0
2020-05-04,Tennessee,5.0,412.0
2020-05-05,Tennessee,9.0,272.0
2020-05-06,Tennessee,12.0,182.0
2020-05-07,Tennessee,1.0,371.0
2020-05-08,Tennessee,2.0,168.0
2020-05-09,Tennessee,1.0,399.0
2020-05-10,Tennessee,1.0,385.0
2020-05-11,Tennessee,6.0,363.0
2020-05-12,Tennessee,16.0,354.0
2020-05-13,Tennessee,7.0,484.0
2020-05-14,Tennessee,13.0,327.0
2020-05-15,Tennessee,4.0,329.0
2020-05-16,Tennessee,4.0,287.0
2020-05-17,Tennessee,1.0,187.0
2020-05-18,Tennessee,3.0,376.0
2020-05-19,Tennessee,5.0,534.0
2020-05-20,Tennessee,8.0,233.0
2020-05-21,Tennessee,4.0,436.0
2020-05-22,Tennessee,2.0,394.0
2020-05-23,Tennessee,10.0,401.0
2020-05-24,Tennessee,7.0,351.0
2020-05-25,Tennessee,2.0,417.0
2020-02-12,Texas,,
2020-02-13,Texas,0.0,1.0
2020-02-14,Texas,0.0,0.0
2020-02-15,Texas,0.0,0.0
2020-02-16,Texas,0.0,0.0
2020-02-17,Texas,0.0,0.0
2020-02-18,Texas,0.0,0.0
2020-02-19,Texas,0.0,0.0
2020-02-20,Texas,0.0,0.0
2020-02-21,Texas,0.0,2.0
2020-02-22,Texas,0.0,0.0
2020-02-23,Texas,0.0,0.0
2020-02-24,Texas,0.0,6.0
2020-02-25,Texas,0.0,0.0
2020-02-26,Texas,0.0,0.0
2020-02-27,Texas,0.0,0.0
2020-02-28,Texas,0.0,1.0
2020-02-29,Texas,0.0,0.0
2020-03-01,Texas,0.0,0.0
2020-03-02,Texas,0.0,0.0
2020-03-03,Texas,0.0,0.0
2020-03-04,Texas,0.0,1.0
2020-03-05,Texas,0.0,4.0
2020-03-06,Texas,0.0,3.0
2020-03-07,Texas,0.0,0.0
2020-03-08,Texas,0.0,4.0
2020-03-09,Texas,0.0,1.0
2020-03-10,Texas,0.0,7.0
2020-03-11,Texas,0.0,2.0
2020-03-12,Texas,0.0,8.0
2020-03-13,Texas,0.0,17.0
2020-03-14,Texas,0.0,11.0
2020-03-15,Texas,0.0,11.0
2020-03-16,Texas,1.0,7.0
2020-03-17,Texas,0.0,19.0
2020-03-18,Texas,1.0,60.0
2020-03-19,Texas,2.0,82.0
2020-03-20,Texas,1.0,129.0
2020-03-21,Texas,0.0,170.0
2020-03-22,Texas,2.0,85.0
2020-03-23,Texas,0.0,96.0
2020-03-24,Texas,4.0,129.0
2020-03-25,Texas,1.0,262.0
2020-03-26,Texas,9.0,423.0
2020-03-27,Texas,2.0,398.0
2020-03-28,Texas,6.0,218.0
2020-03-29,Texas,6.0,551.0
2020-03-30,Texas,11.0,327.0
2020-03-31,Texas,11.0,534.0
2020-04-01,Texas,6.0,685.0
2020-04-02,Texas,16.0,625.0
2020-04-03,Texas,18.0,789.0
2020-04-04,Texas,27.0,897.0
2020-04-05,Texas,12.0,525.0
2020-04-06,Texas,23.0,1013.0
2020-04-07,Texas,18.0,864.0
2020-04-08,Texas,18.0,929.0
2020-04-09,Texas,33.0,1475.0
2020-04-10,Texas,18.0,918.0
2020-04-11,Texas,19.0,918.0
2020-04-12,Texas,23.0,568.0
2020-04-13,Texas,32.0,711.0
2020-04-14,Texas,45.0,816.0
2020-04-15,Texas,30.0,803.0
2020-04-16,Texas,33.0,822.0
2020-04-17,Texas,33.0,1203.0
2020-04-18,Texas,26.0,796.0
2020-04-19,Texas,16.0,514.0
2020-04-20,Texas,20.0,594.0
2020-04-21,Texas,29.0,914.0
2020-04-22,Texas,19.0,820.0
2020-04-23,Texas,30.0,937.0
2020-04-24,Texas,24.0,944.0
2020-04-25,Texas,37.0,844.0
2020-04-26,Texas,14.0,715.0
2020-04-27,Texas,23.0,754.0
2020-04-28,Texas,39.0,905.0
2020-04-29,Texas,38.0,971.0
2020-04-30,Texas,52.0,1233.0
2020-05-01,Texas,25.0,1270.0
2020-05-02,Texas,22.0,1091.0
2020-05-03,Texas,15.0,866.0
2020-05-04,Texas,24.0,835.0
2020-05-05,Texas,41.0,1152.0
2020-05-06,Texas,30.0,1155.0
2020-05-07,Texas,31.0,1241.0
2020-05-08,Texas,43.0,1261.0
2020-05-09,Texas,27.0,906.0
2020-05-10,Texas,24.0,1188.0
2020-05-11,Texas,27.0,951.0
2020-05-12,Texas,32.0,1360.0
2020-05-13,Texas,36.0,1474.0
2020-05-14,Texas,51.0,1347.0
2020-05-15,Texas,44.0,1818.0
2020-05-16,Texas,30.0,879.0
2020-05-17,Texas,26.0,962.0
2020-05-18,Texas,6.0,960.0
2020-05-19,Texas,43.0,1292.0
2020-05-20,Texas,33.0,1103.0
2020-05-21,Texas,42.0,1258.0
2020-05-22,Texas,18.0,928.0
2020-05-23,Texas,24.0,1017.0
2020-05-24,Texas,11.0,664.0
2020-05-25,Texas,3.0,440.0
2020-02-25,Utah,,
2020-02-26,Utah,0.0,0.0
2020-02-27,Utah,0.0,0.0
2020-02-28,Utah,0.0,0.0
2020-02-29,Utah,0.0,0.0
2020-03-01,Utah,0.0,0.0
2020-03-02,Utah,0.0,0.0
2020-03-03,Utah,0.0,0.0
2020-03-04,Utah,0.0,0.0
2020-03-05,Utah,0.0,0.0
2020-03-06,Utah,0.0,2.0
2020-03-07,Utah,0.0,0.0
2020-03-08,Utah,0.0,0.0
2020-03-09,Utah,0.0,0.0
2020-03-10,Utah,0.0,1.0
2020-03-11,Utah,0.0,1.0
2020-03-12,Utah,0.0,2.0
2020-03-13,Utah,0.0,0.0
2020-03-14,Utah,0.0,14.0
2020-03-15,Utah,0.0,8.0
2020-03-16,Utah,0.0,11.0
2020-03-17,Utah,0.0,11.0
2020-03-18,Utah,0.0,14.0
2020-03-19,Utah,0.0,15.0
2020-03-20,Utah,0.0,32.0
2020-03-21,Utah,0.0,26.0
2020-03-22,Utah,1.0,44.0
2020-03-23,Utah,0.0,75.0
2020-03-24,Utah,0.0,41.0
2020-03-25,Utah,0.0,48.0
2020-03-26,Utah,0.0,56.0
2020-03-27,Utah,1.0,78.0
2020-03-28,Utah,0.0,128.0
2020-03-29,Utah,0.0,111.0
2020-03-30,Utah,2.0,87.0
2020-03-31,Utah,1.0,81.0
2020-04-01,Utah,2.0,125.0
2020-04-02,Utah,0.0,65.0
2020-04-03,Utah,0.0,171.0
2020-04-04,Utah,1.0,178.0
2020-04-05,Utah,0.0,192.0
2020-04-06,Utah,5.0,44.0
2020-04-07,Utah,0.0,75.0
2020-04-08,Utah,0.0,123.0
2020-04-09,Utah,0.0,120.0
2020-04-10,Utah,4.0,123.0
2020-04-11,Utah,1.0,105.0
2020-04-12,Utah,0.0,97.0
2020-04-13,Utah,0.0,63.0
2020-04-14,Utah,1.0,52.0
2020-04-15,Utah,1.0,129.0
2020-04-16,Utah,1.0,138.0
2020-04-17,Utah,2.0,126.0
2020-04-18,Utah,2.0,129.0
2020-04-19,Utah,2.0,129.0
2020-04-20,Utah,1.0,142.0
2020-04-21,Utah,4.0,88.0
2020-04-22,Utah,2.0,150.0
2020-04-23,Utah,1.0,170.0
2020-04-24,Utah,4.0,161.0
2020-04-25,Utah,2.0,168.0
2020-04-26,Utah,0.0,173.0
2020-04-27,Utah,0.0,113.0
2020-04-28,Utah,4.0,107.0
2020-04-29,Utah,0.0,156.0
